"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"3878","Mahindra",2017,585000,85441,"Diesel","Dealer","Manual","First Owner"
"3879","Mahindra",2015,380000,64541,"Diesel","Dealer",NA,"First Owner"
"3880","Maruti",2019,650000,35000,"Diesel","Individual","Manual","First Owner"
"3881","Maruti",2018,600000,30000,"Petrol","Individual","Manual","First Owner"
"3882","Nissan",2017,434999,16267,"Petrol","Dealer","Manual","First Owner"
"3883","Volkswagen",2013,525000,71500,"Diesel","Dealer","Manual","First Owner"
"3884","BMW",2019,4800000,12999,"Diesel","Dealer","Automatic","First Owner"
"3885","Chevrolet",2008,160000,80000,"Petrol","Individual",NA,"First Owner"
"3886","Maruti",2007,160000,90000,"Petrol","Individual","Manual","Second Owner"
"3887","Chevrolet",2012,125000,28000,"Petrol","Individual","Manual","First Owner"
"3888","Mahindra",2015,430000,200000,"Diesel","Individual","Manual","First Owner"
"3889","Hyundai",2017,900000,14700,"Petrol","Individual","Manual","First Owner"
"3890","Maruti",2000,61000,90000,"Petrol","Individual","Manual","Second Owner"
"3891","Maruti",2017,400000,50000,"Petrol","Individual","Manual","First Owner"
"3892","Hyundai",2009,150000,100000,"Petrol","Individual","Manual","Second Owner"
"3893","Volkswagen",2019,950000,24000,"Petrol","Individual","Automatic","First Owner"
"3894","Tata",2013,220000,100000,"Diesel","Individual","Manual","First Owner"
"3895","Hyundai",2007,110000,90000,"Petrol","Individual","Manual","First Owner"
"3896","Tata",2015,375000,30000,"Petrol","Individual","Manual","First Owner"
"3897","Datsun",2017,350000,80000,"Petrol","Individual","Manual","First Owner"
"3898","Hyundai",2012,310000,92686,"Diesel","Dealer","Manual","Second Owner"
"3899","Tata",2010,90000,300000,"Petrol","Individual","Manual","Third Owner"
"3900","Volkswagen",2011,350000,90000,"Petrol","Individual","Manual","Second Owner"
"3901","Hyundai",2003,100000,60000,"Petrol","Individual","Manual","First Owner"
"3902","Mahindra",2017,1300000,40000,"Diesel","Individual","Automatic","First Owner"
"3903","Maruti",2004,70000,90000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3904","Chevrolet",2013,225000,80000,"Diesel","Individual","Manual","First Owner"
"3905","Honda",2002,NA,100000,"Petrol","Individual","Manual","First Owner"
"3906","Ford",2018,930000,20000,"Diesel","Individual","Manual","First Owner"
"3907","Maruti",2019,550000,51000,"Petrol","Individual","Manual","First Owner"
"3908","Maruti",2008,85000,120000,"Petrol","Individual","Manual","Second Owner"
"3909","Hyundai",2014,280000,55000,"Petrol","Individual","Manual","First Owner"
"3910","Hyundai",2018,360000,6000,"Petrol","Individual","Manual","First Owner"
"3911","Maruti",2011,150000,40000,"Petrol","Individual","Manual","Second Owner"
"3912","Skoda",2017,900000,15000,"Petrol","Individual","Automatic","First Owner"
"3913","Ambassador",2005,120000,50000,"Diesel","Individual","Manual","Second Owner"
"3914","Fiat",2010,215000,90000,"Petrol","Individual","Manual","Second Owner"
"3915","Renault",2013,550000,38500,"Diesel","Individual","Manual","First Owner"
"3916","Tata",2018,775000,35000,"Petrol","Individual","Manual","First Owner"
"3917","Maruti",2001,409999,49359,"Petrol","Individual","Manual","Third Owner"
"3918","Maruti",2005,65000,70000,"Petrol","Individual","Manual","Second Owner"
"3919","Maruti",2008,200000,90000,"Petrol","Individual","Manual","Second Owner"
"3920","Maruti",2010,240000,50000,"Petrol","Individual","Manual","Second Owner"
"3921","Toyota",2012,800000,108731,"Diesel","Individual","Manual","First Owner"
"3922","Toyota",2010,400000,120000,"Diesel","Individual","Manual","First Owner"
"3923","Tata",NA,500000,60000,"Diesel","Individual","Manual","First Owner"
"3924","Mahindra",2007,150000,90000,"Diesel","Individual","Manual","Third Owner"
"3925","Toyota",2014,500000,140000,"Diesel","Individual","Manual","Second Owner"
"3926","Hyundai",2014,320000,80000,"Petrol","Individual","Manual","First Owner"
"3927","Nissan",2013,300000,90000,"Diesel","Individual","Manual","First Owner"
"3928","Renault",2017,650000,40000,"Diesel","Individual","Manual","First Owner"
"3929","Maruti",2018,285000,14000,"Petrol","Individual","Manual","First Owner"
"3930","Tata",2012,360000,70000,"Diesel","Individual","Manual","Second Owner"
"3931","Honda",2009,450000,55000,"Petrol","Individual","Manual","Second Owner"
"3932","Maruti",2011,175000,60000,"Petrol","Individual","Manual","Third Owner"
"3933","Chevrolet",2011,350000,74000,"Diesel","Individual","Manual","Second Owner"
"3934","Ford",2020,530000,45000,"Diesel","Dealer","Manual","First Owner"
"3935","Honda",2017,1025000,38000,"Diesel","Dealer","Manual","First Owner"
"3936","Honda",2017,950000,24000,"Diesel","Dealer","Manual","First Owner"
"3937","Honda",2017,725000,29976,"Petrol","Dealer","Manual","First Owner"
"3938","Honda",2017,919999,41000,"Petrol","Dealer","Manual","First Owner"
"3939","Honda",2018,700000,15000,"Diesel","Dealer","Manual","First Owner"
"3940","Honda",2017,725000,36000,"Diesel",NA,"Manual","First Owner"
"3941","Honda",2017,840000,30646,"Petrol","Dealer","Manual","First Owner"
"3942","Maruti",2015,365000,23600,"Petrol","Dealer","Manual","First Owner"
"3943","Honda",2014,665000,71318,"Diesel","Dealer","Manual","First Owner"
"3944","Maruti",2003,50000,78098,"Petrol","Individual","Manual","First Owner"
"3945","Hyundai",2014,225000,30000,"Petrol","Individual","Manual","First Owner"
"3946","Hyundai",2012,229999,45000,"Petrol","Individual","Manual","Second Owner"
"3947","Hyundai",2008,145000,67000,"Petrol","Individual","Manual","First Owner"
"3948","Ford",2018,624000,14681,"Diesel","Dealer","Manual","First Owner"
"3949","Hyundai",2015,500000,25000,"Petrol","Individual","Manual","First Owner"
"3950","Ford",2017,750000,18054,"Petrol","Dealer","Manual","First Owner"
"3951","Honda",2015,785000,40000,"Diesel","Individual","Manual","First Owner"
"3952","Hyundai",2011,225000,30000,"Petrol","Individual","Manual","First Owner"
"3953","Hyundai",2017,300000,80000,"Diesel","Individual","Manual","First Owner"
"3954","Hyundai",2016,680000,20000,"Diesel","Individual","Manual","First Owner"
"3955","Mahindra",2016,700000,40000,"Diesel","Individual","Manual","First Owner"
"3956","Tata",2011,NA,120000,"Diesel","Individual","Manual","First Owner"
"3957","Ford",2008,NA,120000,"Diesel","Individual","Manual","Second Owner"
"3958","Maruti",2010,370000,97000,"Petrol",NA,"Manual","Second Owner"
"3959","Mahindra",2018,1100000,70000,"Diesel","Individual","Manual","First Owner"
"3960","Hyundai",2004,120000,120000,"Diesel","Individual","Manual","Second Owner"
"3961","Skoda",2013,430000,88000,"Diesel","Individual","Manual","Second Owner"
"3962","Maruti",2014,550000,38406,"Diesel","Dealer","Manual","First Owner"
"3963","Hyundai",2014,320000,54350,"Petrol","Dealer","Manual","First Owner"
"3964","Maruti",2015,390000,32260,"Petrol","Dealer","Manual","First Owner"
"3965","Renault",2014,550000,58231,"Diesel","Dealer","Manual","First Owner"
"3966","Maruti",2012,370000,59858,"Petrol","Dealer","Manual","First Owner"
"3967","Maruti",2010,190000,73350,"Petrol","Dealer","Manual","First Owner"
"3968","Renault",2013,509999,88473,"Diesel","Dealer","Manual","First Owner"
"3969","Honda",2013,450000,96987,"Petrol","Dealer","Manual","First Owner"
"3970","Mercedes-Benz",2016,5500000,NA,"Diesel","Dealer","Automatic","First Owner"
"3971","Maruti",2015,550000,61187,"Diesel","Dealer","Manual","First Owner"
"3972","Mahindra",2009,400000,68350,"Diesel","Dealer","Manual","First Owner"
"3973","Ford",2015,585000,81150,"Diesel","Dealer","Manual","First Owner"
"3974","Hyundai",2019,500000,30000,"Petrol","Individual","Manual","First Owner"
"3975","Maruti",2015,800000,30000,"Petrol","Individual","Manual","First Owner"
"3976","Maruti",2009,265000,120000,"Diesel","Individual","Manual","Second Owner"
"3977","Ford",2012,175000,180000,"Diesel","Individual","Manual","First Owner"
"3978","Fiat",2007,125000,50000,"Petrol","Individual","Manual","Second Owner"
"3979","Tata",2010,165000,80000,"Diesel","Individual","Manual","First Owner"
"3980","Mahindra",2011,150000,280000,"Diesel","Individual","Manual","First Owner"
"3981","Hyundai",2015,1025000,90000,"Diesel","Individual","Manual","Second Owner"
"3982","Toyota",2014,1030000,250000,"Diesel","Individual","Manual","Second Owner"
"3983","Chevrolet",2012,380000,90000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3984",NA,2010,250000,110000,"Diesel","Individual","Manual","Third Owner"
"3985","Maruti",2000,85000,80000,"Petrol","Individual","Manual","Second Owner"
"3986","Fiat",2016,500000,35000,"Diesel","Individual","Manual","First Owner"
"3987","Hyundai",2018,350000,15000,"Petrol","Individual","Manual","First Owner"
"3988","Maruti",2010,190000,52000,"Petrol","Individual","Manual","Second Owner"
"3989","Volkswagen",2009,940000,140000,"Diesel","Individual","Manual","First Owner"
"3990","Maruti",2013,475000,60000,"Petrol","Individual","Manual","Second Owner"
"3991","Maruti",2018,300000,17000,"Petrol","Individual","Manual","First Owner"
"3992","Chevrolet",2016,250000,70000,"Petrol","Individual","Manual","Third Owner"
"3993","Maruti",2001,93000,97000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3994","Ford",2012,290000,125000,"Diesel","Individual","Manual","Second Owner"
"3995","Tata",2010,75000,300000,"Petrol","Individual","Manual","Third Owner"
"3996","Mahindra",2015,1000000,120000,"Diesel","Individual","Manual","Second Owner"
"3997","Hyundai",2015,550000,NA,"Diesel","Individual","Manual","First Owner"
"3998","Fiat",2010,285000,75000,"Diesel","Individual","Manual","Third Owner"
"3999","Tata",2014,240000,60000,"Petrol","Individual","Manual","Second Owner"
"4000","Hyundai",2015,850000,25000,"Petrol","Individual","Manual","First Owner"
"4001","Hyundai",2016,650000,26000,"Petrol","Individual","Manual","First Owner"
"4002","Maruti",2017,365000,78000,"CNG","Individual","Manual","First Owner"
"4003","Hyundai",2016,650000,26000,"Petrol",NA,"Manual","First Owner"
"4004","Chevrolet",2015,260000,35000,"Petrol","Individual","Manual","First Owner"
"4005","Tata",2014,250000,100000,"Petrol","Individual","Manual","First Owner"
"4006","Tata",2007,550000,80000,"Petrol","Individual","Manual","Second Owner"
"4007","Maruti",2004,70000,90000,"Petrol","Individual","Manual","Fourth & Above Owner"
"4008","Chevrolet",2013,225000,80000,"Diesel","Individual","Manual","First Owner"
"4009","Honda",2002,145000,100000,"Petrol","Individual","Manual","First Owner"
"4010","Ford",2018,930000,20000,"Diesel","Individual","Manual","First Owner"
"4011","Maruti",2019,550000,51000,"Petrol","Individual","Manual","First Owner"
"4012","Maruti",2008,85000,120000,"Petrol","Individual","Manual","Second Owner"
"4013","Hyundai",2014,280000,55000,"Petrol","Individual","Manual","First Owner"
"4014","Hyundai",2018,360000,6000,"Petrol","Individual","Manual","First Owner"
"4015",NA,2011,150000,40000,"Petrol","Individual","Manual","Second Owner"
"4016","Skoda",2017,900000,15000,"Petrol","Individual","Automatic","First Owner"
"4017","Ambassador",2005,120000,50000,"Diesel","Individual","Manual","Second Owner"
"4018","Fiat",2010,215000,90000,"Petrol","Individual","Manual","Second Owner"
"4019","Renault",2013,550000,38500,"Diesel","Individual","Manual","First Owner"
"4020","Tata",2018,775000,35000,"Petrol","Individual","Manual","First Owner"
"4021","Maruti",2001,409999,49359,"Petrol","Individual","Manual","Third Owner"
"4022","Maruti",2005,65000,70000,"Petrol","Individual","Manual","Second Owner"
"4023","Maruti",2008,200000,90000,"Petrol","Individual","Manual","Second Owner"
"4024","Maruti",2010,240000,50000,"Petrol","Individual","Manual","Second Owner"
"4025","Toyota",2012,800000,108731,"Diesel","Individual","Manual","First Owner"
"4026","Toyota",2010,400000,120000,"Diesel","Individual","Manual","First Owner"
"4027","Maruti",2012,229999,40000,"Petrol","Individual","Manual","Second Owner"
"4028","Ford",2014,580000,120000,"Diesel","Individual","Manual","First Owner"
"4029","Toyota",2005,175000,NA,"Petrol","Individual","Manual","Fourth & Above Owner"
"4030","Maruti",2012,250000,110000,"Diesel","Individual","Manual","Fourth & Above Owner"
"4031","Hyundai",2014,320000,80000,"Petrol","Individual","Manual","First Owner"
"4032","Nissan",2013,300000,90000,"Diesel","Individual","Manual","First Owner"
"4033","Mahindra",2017,800000,60000,"Diesel","Individual","Manual","First Owner"
"4034","Hyundai",2009,245000,75000,"Diesel","Dealer","Automatic","First Owner"
"4035","Hyundai",2018,300000,20000,"Petrol","Individual","Manual","First Owner"
"4036","Hyundai",2017,350000,80000,"Diesel","Individual","Manual","First Owner"
"4037","Maruti",2006,70000,105700,"Petrol","Individual","Manual","First Owner"
"4038","Maruti",2017,430999,14000,"Petrol","Dealer","Manual","First Owner"
"4039","Chevrolet",2010,80000,70000,"Petrol","Individual","Manual","First Owner"
"4040","Maruti",2019,335000,28000,"Petrol","Dealer","Manual","First Owner"
"4041","Maruti",2017,350000,51000,"Petrol","Dealer","Manual","First Owner"
"4042","Maruti",2018,315000,56000,"Petrol","Dealer","Manual","First Owner"
"4043","Volkswagen",2019,1100000,35000,"Diesel","Individual","Automatic","First Owner"
"4044","Maruti",2005,80000,24000,"Petrol","Individual","Manual","First Owner"
"4045","Maruti",2014,285000,64000,"Petrol","Dealer","Manual","Second Owner"
"4046","Tata",2009,100000,120000,"Diesel","Individual","Manual","Third Owner"
"4047","Maruti",2011,225000,37091,"Petrol","Individual","Manual","First Owner"
"4048","Volvo",2017,4500000,80000,"Diesel","Individual","Automatic","First Owner"
"4049","Maruti",2018,320000,38900,"Petrol","Individual","Manual","Third Owner"
"4050","Hyundai",2016,1249000,60000,"Diesel","Individual","Manual","Third Owner"
"4051","Maruti",2008,120000,110000,"Petrol","Individual","Manual","Third Owner"
"4052","Volkswagen",2011,200000,100000,"Diesel","Individual","Manual","Second Owner"
"4053","Hyundai",2016,1151000,85000,"Diesel","Individual","Manual","First Owner"
"4054","Tata",2012,120000,140000,"Diesel","Individual","Manual","First Owner"
"4055","Renault",2017,220000,20000,"Petrol","Individual","Manual","First Owner"
"4056","Tata",2017,750000,15000,"Petrol","Individual","Manual","First Owner"
"4057","Mahindra",2018,784000,40000,"Diesel","Individual","Manual","First Owner"
"4058","Honda",2017,500000,50000,"Petrol","Individual","Manual","First Owner"
"4059","Hyundai",2018,350000,20000,"Petrol","Individual","Manual","First Owner"
"4060","Mahindra",2018,1400000,50000,"Diesel","Individual","Automatic","First Owner"
"4061","Mahindra",2014,600000,100000,"Diesel","Individual","Manual","Second Owner"
"4062","Hyundai",2019,525000,9400,"Petrol","Individual","Manual","First Owner"
"4063","Ford",2017,930000,12000,"Diesel","Individual","Manual","First Owner"
"4064","Maruti",2017,440000,14100,"CNG","Dealer","Manual","First Owner"
"4065","Maruti",2016,434999,21000,"Petrol","Dealer","Manual","First Owner"
"4066","Hyundai",2011,250000,28000,"Petrol","Dealer","Manual","First Owner"
"4067","Maruti",2017,940000,35000,"Diesel","Dealer","Manual","First Owner"
"4068","Hyundai",2017,1050000,31000,"Diesel","Dealer","Automatic","First Owner"
"4069","Maruti",2016,825000,58000,"Diesel","Dealer","Manual","First Owner"
"4070","Maruti",2012,229999,25000,"Petrol","Individual","Manual","First Owner"
"4071","Hyundai",2011,375000,72000,"Petrol","Dealer","Manual","First Owner"
"4072","Maruti",2013,640000,89000,"Diesel","Dealer","Manual","First Owner"
"4073","Toyota",2012,800000,160000,"Diesel","Dealer","Manual","First Owner"
"4074","Ford",2012,130000,30000,"Petrol","Individual","Manual","Third Owner"
"4075","Hyundai",2014,300000,37555,"Petrol","Dealer","Manual","First Owner"
"4076","Maruti",2018,440000,14000,"Petrol","Dealer","Manual","First Owner"
"4077","Maruti",2014,595000,56600,"CNG","Dealer","Manual","First Owner"
"4078","Mahindra",2013,450000,110000,"Diesel","Individual","Manual","First Owner"
"4079","Maruti",2017,690000,50000,"Diesel","Individual","Manual","First Owner"
"4080","Maruti",2019,300000,5000,"Petrol","Individual","Manual","First Owner"
"4081","Chevrolet",2014,170000,100000,"Petrol","Individual","Manual","Second Owner"
"4082","Toyota",2012,280000,120000,"Diesel","Individual","Manual","First Owner"
"4083","Maruti",2009,220000,67580,"Petrol","Individual","Manual","Second Owner"
